egID	Symbol	Name	Location	class_type	Alias
8085	KMT2D	lysine methyltransferase 2D	12q13.12	Histone modification write	CAGL114; TNRC21; trinucleotide repeat containing 21; myeloid/lymphoid or mixed-lineage leukemia 2; AAD10; KABUK1; ALL1-related protein; histone-lysine N-methyltransferase MLL2; lysine N-methyltransferase 2D; Myeloid/lymphoid or mixed-lineage leukemia protein 2; Histone-lysine N-methyltransferase 2D
58508	KMT2C	lysine methyltransferase 2C	7q36.1	Histone modification write	KIAA1506; HALR; MLL3; myeloid/lymphoid or mixed-lineage leukemia 3; ALR-like protein; histone-lysine N-methyltransferase MLL3; histone-lysine N-methyltransferase, H3 lysine-4 specific; homologous to ALR protein; myeloid/lymphoid or mixed-lineage leukemia protein 3; Lysine N-methyltransferase 2C; Histone-lysine N-methyltransferase 2C
9757	KMT2B	lysine methyltransferase 2B	19q13.12	Histone modification write	KIAA0304; HRX2; WBP7; MLL1B; CXXC10; myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila) 4; WBP-7; WW domain binding protein 7; histone-lysine N-methyltransferase MLL4; mixed lineage leukemia gene homolog 2; myeloid/lymphoid or mixed-lineage leukemia protein 4; trithorax homologue 2; WW domain-binding protein 7; Trithorax homolog 2; Lysine N-methyltransferase 2B; Histone-lysine N-methyltransferase 2B
55904	KMT2E	lysine methyltransferase 2E	7q22.3	Histone modification write	HDCMC04P; MLL5; myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila); NKp44L; histone-lysine N-methyltransferase MLL5; myeloid/lymphoid or mixed-lineage leukemia protein 5; Lysine N-methyltransferase 2E; Histone-lysine N-methyltransferase 2E
8028	MLLT10	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10	10p12.31	Histone modification write cofactor	AF10; myeloid/lymphoid or mixed-lineage leukemia (trithorax (Drosophila) homolog); translocated to, 10; myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10; ALL1-fused gene from chromosome 10 protein; type I AF10 protein; type III AF10 protein; type IV AF10 protein; Protein AF-10
4302	MLLT6	MLLT6, PHD finger domain containing	17q12	Histone modification write cofactor	AF17; FLJ23480; Myeloid/lymphoid or mixed-lineage leukemia, translocated to, 6; trithorax homolog; myeloid/lymphoid or mixed-lineage leukemia (trithorax (Drosophila) homolog); translocated to, 6; myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6; ALL1-fused gene from chromosome 17 protein; myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog); translocated to, 6; Protein AF-17
4297	KMT2A	lysine methyltransferase 2A	11q23.3	Histone modification write	HRX; ALL-1; HTRX1; CXXC7; MLL1A; MLL; myeloid/lymphoid or mixed-lineage leukemia (trithorax (Drosophila) homolog); myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); MLL-AF9; MLL1; TET1-MLL; WDSTS; CDK6/MLL fusion protein; CXXC-type zinc finger protein 7; MLL-AF4 der(11) fusion protein; MLL/hCDCrel fusion protein; lysine N-methyltransferase 2A; mixed lineage leukemia 1; rearranged MLL protein; trithorax-like protein; zinc finger protein HRX; Myeloid/lymphoid or mixed-lineage leukemia protein 1; Myeloid/lymphoid or mixed-lineage leukemia; Histone-lysine N-methyltransferase 2A
10933	MORF4L1	mortality factor 4 like 1	15q25.1	Histone modification read	MRG15; MORFRG15; HsT17725; Eaf3; MEAF3; MORF-related gene on chromosome 15; Esa1p-associated factor 3 homolog (S. cerevisiae); FWP006; S863-6; Esa1p-associated factor 3 homolog; MORF-related gene 15 protein; protein MSL3-1; transcription factor-like protein MRG15; Mortality factor 4-like protein 1
9643	MORF4L2	mortality factor 4 like 2	Xq22.2	Histone modification erase cofactor	KIAA0026; MRGX; MORF-related gene X; MORFL2; MORF-related gene X protein; MSL3-2 protein; protein MSL3-2; transcription factor-like protein MRGX; Mortality factor 4-like protein 2
54737	MPHOSPH8	M-phase phosphoprotein 8	13q12.11	Histone modification read	mpp8; HSMPP8; TWA3; M-phase phosphoprotein, mpp; M-phase phosphoprotein, mpp8; two hybrid-associated protein 3 with RanBPM
2956	MSH6	mutS homolog 6	2p16.3	Histone modification read	GTBP; mutS (E. coli) homolog 6; mutS homolog 6 (E. coli); GTMBP; HNPCC5; HSAP; G/T mismatch-binding protein; mutS-alpha 160 kDa subunit; sperm-associated protein; hMSH6; DNA mismatch repair protein Msh6
10943	MSL3	male-specific lethal 3 homolog (Drosophila)	Xp22.2	Histone modification read	MSL3L1; male-specific lethal-3 (Drosophila)-like 1; male-specific lethal 3-like 1 (Drosophila); MSL3-like 1; male-specific lethal-3 protein-like 1; Male-specific lethal-3 homolog 1; Male-specific lethal 3 homolog
9112	MTA1	metastasis associated 1	14q32.33	Chromatin remodelling cofactor	metastasis associated gene 1 protein; Metastasis-associated protein MTA1
9219	MTA2	metastasis associated 1 family member 2	11q12.3	Histone modification erase cofactor	MTA1-L1; MTA1L1; metastasis associated gene family, member 2; PID; MTA1-L1 protein; metastasis -associated gene 1-like 1; metastasis-associated 1-like 1; metastasis-associated protein 2; p53 target protein in deacetylase complex; Metastasis-associated protein MTA2
57504	MTA3	metastasis associated 1 family member 3	2p21	Chromatin remodelling cofactor	KIAA1266; metastasis associated gene family, member 3; metastasis associated family, member 3; Metastasis-associated protein MTA3
22823	MTF2	metal response element binding transcription factor 2	1p22.1	Polycomb group (PcG) protein	M96; PCL2; TDRD19A; polycomb-like 2; tudor domain containing 19A; dJ976O13.2; metal regulatory transcription factor 2; metal response element-binding transcription factor 2; metal-response element DNA-binding protein M96; polycomb-like protein 2; putative DNA binding protein; Metal-response element-binding transcription factor 2
84939	MUM1	melanoma associated antigen (mutated) 1	19p13.3	Histone modification read	MUM-1; EXPAND1; HSPC211; melanoma ubiquitous mutated protein; mutated melanoma-associated antigen 1; protein expandere; PWWP domain-containing protein MUM1
84148	KAT8	lysine acetyltransferase 8	16p11.2	Histone modification write	MOF; FLJ14040; hMOF; ZC2HC8; MYST1; MYST histone acetyltransferase 1; MOZ, YBF2/SAS3, SAS2 and TIP60 protein 1; MYST-1; histone acetyltransferase MYST1; lysine acetyltransferase 8; ortholog of Drosophila males absent on the first (MOF); probable histone acetyltransferase MYST1; Histone acetyltransferase KAT8
11143	KAT7	lysine acetyltransferase 7	17q21.33	Histone modification write	HBOA; HBO1; ZC2HC7; histone acetyltransferase binding to ORC1; MYST2; MYST histone acetyltransferase 2; MOZ, YBF2/SAS3, SAS2 and TIP60 protein 2; MYST-2; histone acetyltransferase MYST2; lysine acetyltransferase 7; Histone acetyltransferase KAT7
7994	KAT6A	lysine acetyltransferase 6A	8p11.21	Histone modification write	MOZ; ZC2HC6A; Monocytic leukemia zinc finger protein; ZNF220; RUNXBP2; MYST3; runt-related transcription factor binding protein 2; MYST histone acetyltransferase (monocytic leukemia) 3; MRD32; MYST-3; MOZ, YBF2/SAS3, SAS2 and TIP60 protein 3; histone acetyltransferase MYST3; zinc finger protein 220; Runt-related transcription factor-binding protein 2; Histone acetyltransferase KAT6A
23522	KAT6B	lysine acetyltransferase 6B	10q22.2	Histone modification write	querkopf; qkf; Morf; MOZ2; ZC2HC6B; MOZ-related factor; MYST4; MYST histone acetyltransferase (monocytic leukemia) 4; GTPTS; MOZ, YBF2/SAS3, SAS2 and TIP60 protein 4; MYST-4; histone acetyltransferase MORF; histone acetyltransferase MOZ2; histone acetyltransferase MYST4; monocytic leukemia zinc finger protein-related factor; Histone acetyltransferase KAT6B
8648	NCOA1	nuclear receptor coactivator 1	2p23.3	Histone modification write	F-SRC-1; NCoA-1; KAT13A; RIP160; bHLHe74; Hin-2 protein; PAX3/NCOA1 fusion protein; class E basic helix-loop-helix protein 74; renal carcinoma antigen NY-REN-52; steroid receptor coactivator-1; SRC-1; Steroid receptor coactivator 1; Protein Hin-2
10499	NCOA2	nuclear receptor coactivator 2	8q13.3	Chromatin remodelling cofactor	TIF2; NCoA-2; KAT13C; bHLHe75; class E basic helix-loop-helix protein 75; glucocorticoid receptor-interacting protein-1; hTIF2; transcriptional intermediary factor 2
8202	NCOA3	nuclear receptor coactivator 3	20q13.12	Histone modification write	ACTR; p/CIP; TRAM-1; CAGH16; TNRC16; KAT13B; SRC-3; SRC3; receptor-associated coactivator 3; thyroid hormone receptor activator molecule 1; AIB-1; pCIP; CBP-interacting protein; amplified in breast cancer 1 protein; class E basic helix-loop-helix protein 42; steroid receptor coactivator protein 3; RAC-3; NCoA-3
8031	NCOA4	nuclear receptor coactivator 4	10q11.22	#	ARA70; RFG; ELE1; PTC3; DKFZp762E1112; RET-activating gene ELE1; 70 kDa AR-activator; 70 kDa androgen receptor coactivator; NCoA-4; androgen receptor-associated protein of 70 kDa; ret fused; Ret-activating protein ELE1; Androgen receptor coactivator 70 kDa protein
57727	NCOA5	nuclear receptor coactivator 5	20q13.12	#	bA465L10.6; coactivator independent of AF-2; NCoA-5
23054	NCOA6	nuclear receptor coactivator 6	20q11.22	Histone modification write cofactor	KIAA0181; RAP250; NRC; nuclear receptor coactivator RAP250; activating signal cointegrator-2; peroxisome proliferator-activated receptor interacting protein; NRC RAP250; PPAR-interacting protein; activating signal cointegrator 2; amplified in breast cancer protein 3; amplified in breast cancer-3 protein; cancer-amplified transcriptional coactivator ASC-2; nuclear receptor-activating protein, 250 kDa; peroxisome proliferator-activated receptor-interacting protein; thyroid hormone receptor binding protein; thyroid hormone receptor-binding protein; ASC-2
135112	NCOA7	nuclear receptor coactivator 7	6q22.31-q22.32	#	ERAP140; dJ187J11.3; TLDC4; TBC/LysM-associated domain containing 4; ESNA1-AS; Nbla00052; Nbla10993; 140 kDa estrogen receptor-associated protein; estrogen nuclear receptor coactivator 1; estrogen receptor associated protein 140 kDa; putative protein product of Nbla00052; putative protein product of Nbla10993
9611	NCOR1	nuclear receptor corepressor 1	17p12-p11.2	Histone modification erase cofactor	N-CoR; hCIT529I10; hN-CoR; KIAA1047; MGC104216; PPP1R109; thyroid hormone- and retinoic acid receptor-associated corepressor 1; protein phosphatase 1, regulatory subunit 109; nuclear receptor co-repressor 1; N-CoR1
25836	NIPBL	NIPBL, cohesin loading factor	5p13.2	Histone modification erase cofactor	IDN3; DKFZp434L1319; FLJ11203; FLJ12597; FLJ13354; FLJ13648; Scc2; sister chromatid cohesion 2 homolog (yeast); CDLS; CDLS1; IDN3-B; SCC2 homolog; delangin; sister chromatid cohesion 2 homolog; Nipped-B-like protein
64324	NSD1	nuclear receptor binding SET domain protein 1	5q35.3	Histone modification write	ARA267; FLJ22263; KMT3B; STO; Sotos syndrome; SOTOS; SOTOS1; H3-K36-HMTase; H4-K20-HMTase; NR-binding SET domain-containing protein; androgen receptor coactivator 267 kDa protein; androgen receptor-associated coregulator 267; androgen receptor-associated protein of 267 kDa; lysine N-methyltransferase 3B; nuclear receptor-binding SET domain-containing protein 1; Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific
4998	ORC1	origin recognition complex subunit 1	1p32.3	#	HSORC1; PARC1; origin recognition complex, subunit 1, S. cerevisiae, homolog-like; origin recognition complex 1; replication control protein 1; ORC1L; origin recognition complex, subunit 1 (yeast homolog)-like; origin recognition complex, subunit 1-like (yeast); origin recognition complex, subunit 1 homolog (S. cerevisiae); HSORC1L; origin recognition complex, subunit 1 homolog; Origin recognition complex subunit 1
55193	PBRM1	polybromo 1	3p21.1	Histone modification read	BAF180; PB1; BRG1-associated factor 180; polybromo-1D; hPB1; Protein polybromo-1
84759	PCGF1	polycomb group ring finger 1	2p13.1	Polycomb group (PcG) protein	NSPC1; RNF68; MGC10882; 2010002K04Rik; RNF3A-2; RING finger protein 68; nervous system Polycomb-1; Polycomb group RING finger protein 1
7703	PCGF2	polycomb group ring finger 2	17q12	Polycomb group (PcG) protein	MEL-18; ZNF144; RNF110; ring finger protein 110; DNA-binding protein Mel-18; zinc finger protein 144; Polycomb group RING finger protein 2
84108	PCGF6	polycomb group ring finger 6	10q24.33	Polycomb group (PcG) protein	MBLR; RNF134; ring finger protein 134; Mel18 and Bmi1-like RING finger protein; Mel18 and Bmi1-like RING finger; Polycomb group RING finger protein 6
5111	PCNA	proliferating cell nuclear antigen	20p12.3	Chromatin remodelling	ATLD2; DNA polymerase delta auxiliary protein; cyclin
1911	PHC1	polyhomeotic homolog 1	12p13.31	Polycomb group (PcG) protein	HPH1; RAE28; EDR1; early development regulator 1 (homolog of polyhomeotic 1); polyhomeotic-like 1 (Drosophila); MCPH11; early development regulatory protein 1; polyhomeotic-like 1; Polyhomeotic-like protein 1
1912	PHC2	polyhomeotic homolog 2	1p35.1	Polycomb group (PcG) protein	EDR2; early development regulator 2 (homolog of polyhomeotic 2); polyhomeotic-like 2 (Drosophila); early development regulatory protein 2; polyhomeotic 2; polyhomeotic-like 2; Polyhomeotic-like protein 2
80012	PHC3	polyhomeotic homolog 3	3q26.2	Polycomb group (PcG) protein	EDR3; FLJ12967; FLJ12729; HPH3; early development regulator 3; polyhomeotic like 3; polyhomeotic like 3 (Drosophila); early development regulatory protein 3; homolog of polyhomeotic 3; Polyhomeotic-like protein 3
55274	PHF10	PHD finger protein 10	6q27	Chromatin remodelling	FLJ10975; XAP135; BAF45a; BRG1-associated factor 45a; BRG1-associated factor, 45-KD, A; PHD zinc finger protein XAP135
51131	PHF11	PHD finger protein 11	13q14.2	#	NY-REN-34; NYREN34; BRCA1 C-terminus-associated protein; NY-REN-34 antigen; renal carcinoma antigen NY-REN-34
57649	PHF12	PHD finger protein 12	17q11.2	Histone modification erase cofactor	PF1; KIAA1523; PHD factor 1; PHD zinc finger transcription factor
148479	PHF13	PHD finger protein 13	1p36.31	Histone modification read	MGC43399; PHF5; SPOC1; PHD zinc finger protein PHF5; survival time-associated PHD finger protein in ovarian cancer 1; survival time-associated PHD protein in ovarian cancer
9678	PHF14	PHD finger protein 14	7p21.3	Histone modification read	KIAA0783
23338	JADE2	jade family PHD finger 2	5q31.1	Histone modification write	KIAA0239; JADE-2; PHF15; PHD finger protein 15; jade family PHD finger protein 2; Protein Jade-2
9767	JADE3	jade family PHD finger 3	Xp11.3	Histone modification write	KIAA0215; JADE-3; PHF16; PHD finger protein 16; jade family PHD finger protein 3; Protein Jade-3
79960	JADE1	jade family PHD finger 1	4q28.2	Histone modification write	JADE-1; PHF17; PHD finger protein 17; PHD protein Jade-1; gene for apoptosis and differentiation in epithelia; jade family PHD finger protein 1; Protein Jade-1
26147	PHF19	PHD finger protein 19	9q33.2	Chromatin remodelling, Histone modification write cofactor	DKFZP727G051; PCL3; MTF2L1; TDRD19B; polycomb-like 3; tudor domain containing 19B; polycomb like 3; polycomb-like protein 3; hPCL3
5252	PHF1	PHD finger protein 1	6p21.32	Polycomb group (PcG) protein	MTF2L2; TDRD19C; tudor domain containing 19C; hPHF1; hPCl1; polycomb-like protein 1; Protein PHF1
51105	PHF20L1	PHD finger protein 20-like 1	8q24.22	Histone modification read	CGI-72; FLJ13649; MGC64923; FLJ21615; TDRD20B; tudor domain containing 20B; URLC1; tudor domain-containing protein PHF20L1; up-regulated in lung cancer 1; PHD finger protein 20-like protein 1
51230	PHF20	PHD finger protein 20	20q11.22-q11.23	Histone modification write	dJ1121G12.1; TDRD20A; tudor domain containing 20A; C20orf104; chromosome 20 open reading frame 104; GLEA2; HCA58; NZF; TZP; glioma-expressed antigen 2; hepatocellular carcinoma-associated antigen 58; transcription factor TZP
51317	PHF21A	PHD finger protein 21A	11p11.2	Histone modification erase cofactor	BHC80; KIAA1696; BM-006; BHC80a; BRAF35-HDAC complex protein BHC80; BRAF35/HDAC2 complex (80 kDa)
112885	PHF21B	PHD finger protein 21B	22q13.31	#	BHC80L; FLJ34161; PHF4; PHD finger protein 4
79142	PHF23	PHD finger protein 23	17p13.1	#	MGC2941; FLJ16355; hJUNE-1b; PDH-containing protein JUNE-1; PHD finger protein 23a
5253	PHF2	PHD finger protein 2	9q22.31	Histone modification erase	KIAA0662; JHDM1E; CENP-35; jumonji C domain-containing histone demethylase 1E; centromere protein 35; GRC5; Lysine-specific demethylase PHF2
23469	PHF3	PHD finger protein 3	6q12	#	
84295	PHF6	PHD finger protein 6	Xq26.2	#	KIAA1823; MGC14797; CENP-31; centromere protein 31; BFLS; BORJ; Borjeson-Forssman-Lehmann syndrome; PHD-like zinc finger protein
51533	PHF7	PHD finger protein 7	3p21.1	#	NYD-SP6; HSPC226; HSPC045; testis development protein NYD-SP6
23133	PHF8	PHD finger protein 8	Xp11.22	Histone modification erase	KIAA1111; JHDM1F; jumonji C domain-containing histone demethylase 1F; MRXSSD; Histone lysine demethylase PHF8
55023	PHIP	pleckstrin homology domain interacting protein	6q14.1	Histone modification read	ndrp; FLJ20705; DCAF14; DDB1 and CUL4 associated factor 14; IRS-1 PH domain-binding protein; PH-interacting protein
57661	PHRF1	PHD and ring finger domains 1	11p15.5	#	KIAA1542; PPP1R125; CTD binding SR like protein rA9; protein phosphatase 1, regulatory subunit 125; RNF221; CTD-binding SR-like protein rA9; PHD and RING finger domain-containing protein 1
23126	POGZ	pogo transposable element derived with ZNF domain	1q21.3	Histone modification read	KIAA0461; ZNF635m; ZNF280E; zinc finger protein 280E; putative protein product of Nbla00003; MRD37; ZNF635; zinc finger protein 635; Suppressor of hairy wing homolog 5
54107	POLE3	DNA polymerase epsilon 3, accessory subunit	9q32	Histone chaperone	CHRAC17; Ybl1; CHARAC17; histone fold protein CHRAC17; DNA polymerase epsilon p17 subunit; chromatin accessibility complex 17; arsenic transactivated protein; polymerase (DNA directed), epsilon 3 (p17 subunit); CHRAC-17; DNA polymerase II subunit 3; DNA polymerase epsilon subunit p17; arsenic-transactivated protein; asTP; chromatin accessibility complex 17 kDa protein; huCHRAC17; DNA polymerase epsilon subunit 3
56980	PRDM10	PR/SET domain 10	11q24.3	#	KIAA1231; PFM7; MGC131802; PRDM zinc finger transcription factor; PR-domain family member 7; tristanin; PR domain-containing protein 10; PR domain zinc finger protein 10
56981	PRDM11	PR/SET domain 11	11p11.2	Histone modification write	PFM8; PR-domain containing protein 11; PR domain-containing protein 11
59335	PRDM12	PR/SET domain 12	9q34.12	Histone modification write cofactor	PR-domain containing protein 12; PR-domain zinc finger protein 12; PFM9; PR domain-containing protein 12; PR domain zinc finger protein 12
59336	PRDM13	PR/SET domain 13	6q16.2	Histone modification write	MU-MB-20.220; PFM10; PR domain-containing protein 13; PR-domain containing protein 13; PR-domain zinc finger protein 13; PR domain zinc finger protein 13
63978	PRDM14	PR/SET domain 14	8q13.3	DNA modification	PFM11; PR domain-containing 14; PR domain-containing protein 14; PR domain zinc finger protein 14
63977	PRDM15	PR/SET domain 15	21q22.3	#	ZNF298; C21orf83; chromosome 21 open reading frame 83; PFM15; zinc finger protein 298; PR domain-containing protein 15; PR domain zinc finger protein 15
63976	PRDM16	PR/SET domain 16	1p36.32	Histone modification write cofactor	MEL1; PFM13; KIAA1675; MGC166915; MDS1/EVI1-like; PR-domain zinc finger protein 16; transcription factor MEL1; CMD1LL; LVNC8; MDS1/EVI1-like gene 1; PR domain-containing protein 16; PR domain zinc finger protein 16
639	PRDM1	PR/SET domain 1	6q21	Histone modification write cofactor	PRDI-BF1; BLIMP1; B-lymphocyte-induced maturation protein 1; BLIMP-1; PRDI-binding factor-1; beta-interferon gene positive-regulatory domain I binding factor; PRDI-binding factor 1; Positive regulatory domain I-binding factor 1; PR domain-containing protein 1; Beta-interferon gene positive regulatory domain I-binding factor; PR domain zinc finger protein 1
7799	PRDM2	PR/SET domain 2	1p36.21	Histone modification write	RIZ; RIZ1; RIZ2; KMT8; MTB-ZF; HUMHOXY1; retinoblastoma protein-binding zinc finger protein; retinoblastoma protein-interacting zinc finger protein; MTE-binding protein; zinc-finger DNA-binding protein; GATA-3 binding protein G3B; GATA-3-binding protein G3B; PR domain-containing protein 2; lysine N-methyltransferase 8; zinc finger protein RIZ; PR domain zinc finger protein 2
11108	PRDM4	PR/SET domain 4	12q23.3	Histone modification write	PR domain-containing protein 4; PR-domain zinc-finger protein PFM1; PR domain zinc finger protein 4
11107	PRDM5	PR/SET domain 5	4q27	Histone modification write	BCS2; PR domain-containing protein 5; PR domain zinc finger protein 5
93166	PRDM6	PR/SET domain 6	5q23.2	Histone modification write	PR domain zinc finger protein 6; PR domain-containing protein 6; PR-domain zinc finger protein 6; Putative histone-lysine N-methyltransferase PRDM6
11105	PRDM7	PR/SET domain 7	16q24.3	Histone modification write	ZNF910; PFM4; PR domain zinc finger protein 7; PR-domain family protein 4; PR domain-containing protein 7; Probable histone-lysine N-methyltransferase PRDM7
56978	PRDM8	PR/SET domain 8	4q21.21	Histone modification write	PFM5; PR domain-containing protein 8; PR-domain containing protein 8; PR domain zinc finger protein 8
56979	PRDM9	PR/SET domain 9	5p14.2	Histone modification write	PFM6; ZNF899; PR-domain containing protein 9; MSBP3; minisatellite binding protein 3, 115kDa; minisatellite binding protein 3 (115kD); MEISETZ; PR domain zinc finger protein 9; PR domain-containing protein 9; Histone-lysine N-methyltransferase PRDM9
90826	PRMT9	protein arginine methyltransferase 9	4q31.23	Histone modification write	FLJ46629; PRMT10; protein arginine methyltransferase 10 (putative); putative protein arginine N-methyltransferase 10; Putative protein arginine N-methyltransferase 9
3276	PRMT1	protein arginine methyltransferase 1	19q13.33	Histone modification write	ANM1; HRMT1L2; HMT1 (hnRNP methyltransferase, S. cerevisiae)-like 2; HMT1 hnRNP methyltransferase-like 2 (S. cerevisiae); IR1B4; heterogeneous nuclear ribonucleoprotein methyltransferase 1-like 2; histone-arginine N-methyltransferase PRMT1; interferon receptor 1-bound protein 4; Protein arginine N-methyltransferase 1
3275	PRMT2	protein arginine methyltransferase 2	21q22.3	Histone modification write	MGC111373; HRMT1L1; HMT1 (hnRNP methyltransferase, S. cerevisiae)-like 1; HMT1 hnRNP methyltransferase-like 1 (S. cerevisiae); HMT1 hnRNP methyltransferase-like 1; PRMT2 alpha; PRMT2 beta; PRMT2 gamma; histone-arginine N-methyltransferase PRMT2; Protein arginine N-methyltransferase 2
10196	PRMT3	protein arginine methyltransferase 3	11p15.1	#	heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 3; Protein arginine N-methyltransferase 3
10419	PRMT5	protein arginine methyltransferase 5	14q11.2	Histone modification write	SKB1Hs; HRMT1L5; SKB1; skb1 (S. pombe) homolog; SKB1 homolog (S. pombe); IBP72; JBP1; 72 kDa ICln-binding protein; HMT1 hnRNP methyltransferase-like 5; SKB1 homolog; histone-arginine N-methyltransferase PRMT5; jak-binding protein 1; shk1 kinase-binding protein 1 homolog; Protein arginine N-methyltransferase 5
55170	PRMT6	protein arginine methyltransferase 6	1p13.3	Histone modification write	FLJ10559; HRMT1L6; HMT1 hnRNP methyltransferase-like 6 (S. cerevisiae); HMT1 hnRNP methyltransferase-like 6; heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 6; histone-arginine N-methyltransferase PRMT6; Protein arginine N-methyltransferase 6
54496	PRMT7	protein arginine methyltransferase 7	16q22.1	Histone modification write	FLJ10640; KIAA1933; [Myelin basic protein]-arginine N-methyltransferase PRMT7; histone-arginine N-methyltransferase PRMT7; myelin basic protein-arginine N-methyltransferase; Protein arginine N-methyltransferase 7
56341	PRMT8	protein arginine methyltransferase 8	12p13.32	Histone modification write	HRMT1L4; HMT1 hnRNP methyltransferase-like 4 (S. cerevisiae); arginine methyltransferase 8; heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 4; Protein arginine N-methyltransferase 8
11168	PSIP1	PC4 and SFRS1 interacting protein 1	9p22.3	Chromatin remodelling	LEDGF; PSIP2; PC4 and SFRS1 interacting protein 2; DFS70; PAIP; CLL-associated antigen KW-7; DFS 70; dense fine speckles 70 kDa protein; lens epithelium-derived growth factor; transcriptional coactivator p52/p75; transcriptional coactivator p75/p52; PC4 and SFRS1-interacting protein
170394	PWWP2B	PWWP domain containing 2B	10q26.3	#	bA432J24.1; FLJ46823; PWWP2; PWWP domain containing 2; pp8607; PWWP domain-containing protein 2B
26108	PYGO1	pygopus family PHD finger 1	15q21.3	#	pygopus homolog 1 (Drosophila); pygopus-like protein 1; Pygopus homolog 1
90780	PYGO2	pygopus family PHD finger 2	1q21.3	#	pygopus homolog 2 (Drosophila); 1190004M21Rik; pygopus 2; Pygopus homolog 2
8438	RAD54L	RAD54 like (S. cerevisiae)	1p34.1	Chromatin remodelling	hHR54; hRAD54; RAD54A; RAD54 (S.cerevisiae)-like; HR54; RAD54 homolog; DNA repair and recombination protein RAD54-like
5897	RAG2	recombination activating 2	11p13	Histone modification read	RAG-2; V(D)J recombination-activating protein 2
10743	RAI1	retinoic acid induced 1	17p11.2	Chromatin remodelling	DKFZP434A139; KIAA1820; MGC12824; SMCR; Smith-Magenis syndrome chromosome region; Retinoic acid-induced protein 1
5928	RBBP4	RB binding protein 4, chromatin remodeling factor	1p35.1	Histone chaperone	RbAp48; NURF55; lin-53; retinoblastoma-binding protein 4; CAF-1 subunit C; CAF-I 48 kDa subunit; CAF-I p48; MSI1 protein homolog; RBBP-4; chromatin assembly factor 1 subunit C; chromatin assembly factor I p48 subunit; chromatin assembly factor/CAF-1 p48 subunit; nucleosome-remodeling factor subunit RBAP48; retinoblastoma-binding protein p48; Histone-binding protein RBBP4
5929	RBBP5	RB binding protein 5, histone lysine methyltransferase complex subunit	1q32.1	Histone modification write cofactor	RBQ3; SWD1; SWD1, Set1c WD40 repeat protein, homolog (S. cerevisiae); retinoblastoma-binding protein 5; RBBP-5; SWD1, Set1c WD40 repeat protein, homolog; retinoblastoma-binding protein RBQ-3
5931	RBBP7	RB binding protein 7, chromatin remodeling factor	Xp22.2	Histone chaperone	RbAp46; G1/S transition control protein-binding protein RbAp46; retinoblastoma-binding protein 7; retinoblastoma-binding protein RbAp46; histone acetyltransferase type B subunit 2; retinoblastoma-binding protein p46; RBBP-7; nucleosome-remodeling factor subunit RBAP46; Histone-binding protein RBBP7
473	RERE	arginine-glutamic acid dipeptide repeats	1p36.23	#	KIAA0458; DNB1; ATN1L; atrophin 2; atrophin-1 like protein; atrophin-1 related protein; atrophin-1-like protein; atrophin-1-related protein; Arginine-glutamic acid dipeptide repeats protein
6015	RING1	ring finger protein 1	6p21.32	Histone modification write, Polycomb group (PcG) protein	RNF1; RING1A; polycomb complex protein RING1; really interesting new gene 1 protein; E3 ubiquitin-protein ligase RING1
56163	RNF17	ring finger protein 17	13q12.12	#	Mmip-2; SPATA23; FLJ11045; spermatogenesis associated 23; TDRD4; tudor domain containing 4; tudor domain-containing protein 4
6045	RNF2	ring finger protein 2	1q25.3	Histone modification write	DING; HIPI3; RING1B; HIP2-interacting protein 3; RING finger protein 1B; RING finger protein BAP-1; huntingtin-interacting protein 2-interacting protein 3; protein DinG; E3 ubiquitin-protein ligase RING2
51773	RSF1	remodeling and spacing factor 1	11q14.1	Histone modification read	XAP8; RSF-1; p325; HBXAP; hepatitis B virus x associated protein; HBV pX associated protein-8; HBV pX-associated protein 8; hepatitis B virus x-associated protein; p325 subunit of RSF chromatin-remodeling complex
23168	RTF1	RTF1 homolog, Paf1/RNA polymerase II complex component	15q15.1	#	KIAA0252; Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae); GTL7; Rtf1, Paf1/RNA polymerase II complex component, homolog; ortholog of mouse gene trap locus 7; RNA polymerase-associated protein RTF1 homolog
